"Station Name","TORONTO CITY CENTRE"
"Province","ONTARIO"
"Latitude","43.63"
"Longitude","-79.40"
"Elevation","76.80"
"Climate Identifier","6158359"
"WMO Identifier","71265"
"TC Identifier","YTZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-10-02 16:00","2016","10","02","16:00","17.6","","15.3","","86","","20","","8","","16.1","","100.45","","","","","","NA"
"2016-10-02 17:00","2016","10","02","17:00","17.6","","15.1","","85","","23","","13","","16.1","","100.49","","","","","","NA"
"2016-10-02 18:00","2016","10","02","18:00","17.6","","15.4","","87","","23","","11","","16.1","","100.51","","","","","","NA"
"2016-10-02 19:00","2016","10","02","19:00","17.8","","14.0","","78","","25","","18","","16.1","","100.52","","","","","","NA"
"2016-10-02 20:00","2016","10","02","20:00","17.0","","14.1","","83","","32","","8","","16.1","","100.57","","","","","","Rain"
"2016-10-02 21:00","2016","10","02","21:00","16.4","","14.3","","87","","29","","9","","16.1","","100.59","","","","","","Rain"
"2016-10-02 22:00","2016","10","02","22:00","16.4","","13.9","","85","","29","","11","","16.1","","100.59","","","","","","Rain"
"2016-10-02 23:00","2016","10","02","23:00","16.2","","13.6","","85","","29","","13","","16.1","","100.59","","","","","","NA"
"2016-10-03 00:00","2016","10","03","00:00","16.0","","13.5","","85","","29","","11","","16.1","","100.63","","","","","","NA"
"2016-10-03 01:00","2016","10","03","01:00","15.7","","13.2","","85","","30","","11","","16.1","","100.63","","","","","","NA"
"2016-10-03 02:00","2016","10","03","02:00","15.4","","12.9","","85","","31","","11","","16.1","","100.62","","","","","","NA"
"2016-10-03 03:00","2016","10","03","03:00","14.8","","12.9","","88","","32","","8","","16.1","","100.61","","","","","","NA"
"2016-10-03 04:00","2016","10","03","04:00","14.5","","12.9","","90","","32","","15","","16.1","","100.62","","","","","","NA"
"2016-10-03 05:00","2016","10","03","05:00","14.6","","13.5","","93","","32","","8","","16.1","","100.68","","","","","","NA"
"2016-10-03 06:00","2016","10","03","06:00","14.7","","13.4","","92","","33","","8","","16.1","","100.72","","","","","","NA"
"2016-10-03 07:00","2016","10","03","07:00","15.4","","13.7","","89","","34","","11","","16.1","","100.77","","","","","","NA"
"2016-10-03 08:00","2016","10","03","08:00","16.0","","13.7","","86","","34","","15","","16.1","","100.82","","","","","","NA"
"2016-10-03 09:00","2016","10","03","09:00","16.7","","13.8","","83","","36","","13","","16.1","","100.88","","","","","","NA"
"2016-10-03 10:00","2016","10","03","10:00","17.7","","14.0","","79","","","","0","","16.1","","100.89","","","","","","NA"
"2016-10-03 11:00","2016","10","03","11:00","17.4","","14.3","","82","","16","","8","","16.1","","100.93","","","","","","NA"
"2016-10-03 12:00","2016","10","03","12:00","17.0","","14.1","","83","","16","","4","","16.1","","100.95","","","","","","NA"
"2016-10-03 13:00","2016","10","03","13:00","17.8","","14.4","","80","","15","","8","","16.1","","100.93","","","","","","NA"
"2016-10-03 14:00","2016","10","03","14:00","17.9","","14.5","","80","","12","","5","","16.1","","100.93","","","","","","NA"
"2016-10-03 15:00","2016","10","03","15:00","17.6","","14.5","","82","","16","","8","","16.1","","100.94","","","","","","NA"
"2016-10-03 16:00","2016","10","03","16:00","17.8","","14.5","","81","","","M","4","","16.1","","100.97","","","","","","NA"
"2016-10-03 17:00","2016","10","03","17:00","17.4","","14.3","","82","","","","0","","16.1","","101.01","","","","","","NA"
"2016-10-03 18:00","2016","10","03","18:00","15.9","","14.8","","93","","17","","4","","16.1","","101.04","","","","","","NA"
"2016-10-03 19:00","2016","10","03","19:00","15.2","","14.1","","93","","11","","4","","16.1","","101.10","","","","","","NA"
"2016-10-03 20:00","2016","10","03","20:00","14.6","","14.0","","96","","","","0","","16.1","","101.15","","","","","","NA"
"2016-10-03 21:00","2016","10","03","21:00","15.7","","14.9","","95","","7","","5","","16.1","","101.18","","","","","","NA"
"2016-10-03 22:00","2016","10","03","22:00","16.1","","15.1","","94","","7","","5","","16.1","","101.22","","","","","","NA"
"2016-10-03 23:00","2016","10","03","23:00","17.1","","14.8","","86","","11","","8","","16.1","","101.26","","","","","","NA"
"2016-10-04 00:00","2016","10","04","00:00","16.5","","14.7","","89","","12","","8","","16.1","","101.30","","","","","","NA"
"2016-10-04 01:00","2016","10","04","01:00","16.6","","15.1","","91","","13","","8","","16.1","","101.32","","","","","","NA"
"2016-10-04 02:00","2016","10","04","02:00","16.5","","14.9","","90","","13","","5","","16.1","","101.34","","","","","","NA"
"2016-10-04 03:00","2016","10","04","03:00","16.5","","14.5","","88","","14","","8","","16.1","","101.36","","","","","","NA"
"2016-10-04 04:00","2016","10","04","04:00","16.2","","14.3","","88","","11","","8","","16.1","","101.39","","","","","","NA"
"2016-10-04 05:00","2016","10","04","05:00","15.5","","14.0","","91","","11","","5","","16.1","","101.44","","","","","","NA"
"2016-10-04 06:00","2016","10","04","06:00","15.3","","14.2","","93","","12","","4","","16.1","","101.49","","","","","","NA"
"2016-10-04 07:00","2016","10","04","07:00","16.2","","14.4","","89","","10","","5","","16.1","","101.54","","","","","","NA"
"2016-10-04 08:00","2016","10","04","08:00","17.4","","14.5","","83","","8","","13","","16.1","","101.61","","","","","","NA"
"2016-10-04 09:00","2016","10","04","09:00","18.0","","14.6","","80","","7","","18","","16.1","","101.63","","","","","","NA"
"2016-10-04 10:00","2016","10","04","10:00","17.9","","14.5","","80","","8","","17","","16.1","","101.64","","","","","","NA"
"2016-10-04 11:00","2016","10","04","11:00","18.2","","14.4","","78","","9","","18","","16.1","","101.64","","","","","","NA"
"2016-10-04 12:00","2016","10","04","12:00","18.3","","15.0","","81","","8","","22","","16.1","","101.60","","","","","","NA"
"2016-10-04 13:00","2016","10","04","13:00","17.9","","14.9","","83","","8","","21","","16.1","","101.56","","","","","","NA"
"2016-10-04 14:00","2016","10","04","14:00","18.4","","15.3","","82","","7","","24","","16.1","","101.51","","","","","","NA"
"2016-10-04 15:00","2016","10","04","15:00","18.5","","15.4","","82","","6","","28","","16.1","","101.47","","","","","","NA"
"2016-10-04 16:00","2016","10","04","16:00","18.4","","15.1","","81","","7","","28","","16.1","","101.49","","","","","","NA"
"2016-10-04 17:00","2016","10","04","17:00","17.9","","14.8","","82","","7","","28","","16.1","","101.51","","","","","","NA"
"2016-10-04 18:00","2016","10","04","18:00","17.3","","14.8","","85","","7","","32","","16.1","","101.48","","","","","","NA"
"2016-10-04 19:00","2016","10","04","19:00","17.4","","15.1","","86","","7","","30","","16.1","","101.52","","","","","","NA"
"2016-10-04 20:00","2016","10","04","20:00","17.6","","15.4","","87","","7","","26","","16.1","","101.53","","","","","","NA"
"2016-10-04 21:00","2016","10","04","21:00","17.5","","14.9","","85","","7","","30","","16.1","","101.51","","","","","","NA"
"2016-10-04 22:00","2016","10","04","22:00","17.5","","15.3","","87","","7","","26","","16.1","","101.50","","","","","","NA"
"2016-10-04 23:00","2016","10","04","23:00","17.2","","15.2","","88","","7","","15","","16.1","","101.51","","","","","","NA"
"2016-10-05 00:00","2016","10","05","00:00","16.8","","15.5","","92","","6","","11","","16.1","","101.50","","","","","","NA"
"2016-10-05 01:00","2016","10","05","01:00","16.9","","14.6","","86","","9","","11","","16.1","","101.51","","","","","","NA"
"2016-10-05 02:00","2016","10","05","02:00","16.6","","14.2","","86","","8","","9","","16.1","","101.49","","","","","","NA"
"2016-10-05 03:00","2016","10","05","03:00","16.6","","14.5","","87","","9","","8","","16.1","","101.46","","","","","","NA"
"2016-10-05 04:00","2016","10","05","04:00","16.1","","13.8","","86","","12","","8","","16.1","","101.50","","","","","","NA"
"2016-10-05 05:00","2016","10","05","05:00","16.4","","13.6","","84","","17","","18","","16.1","","101.54","","","","","","NA"
"2016-10-05 06:00","2016","10","05","06:00","16.6","","13.6","","82","","18","","13","","16.1","","101.58","","","","","","NA"
"2016-10-05 07:00","2016","10","05","07:00","16.3","","13.3","","82","","16","","8","","16.1","","101.62","","","","","","NA"
"2016-10-05 08:00","2016","10","05","08:00","17.7","","13.8","","78","","15","","11","","16.1","","101.63","","","","","","NA"
"2016-10-05 09:00","2016","10","05","09:00","18.2","","13.7","","75","","12","","15","","16.1","","101.62","","","","","","NA"
"2016-10-05 10:00","2016","10","05","10:00","18.2","","13.2","","72","","12","","15","","16.1","","101.59","","","","","","NA"
"2016-10-05 11:00","2016","10","05","11:00","18.6","","13.4","","71","","10","","11","","16.1","","101.54","","","","","","NA"
"2016-10-05 12:00","2016","10","05","12:00","18.4","","13.5","","73","","8","","18","","16.1","","101.50","","","","","","NA"
"2016-10-05 13:00","2016","10","05","13:00","18.6","","13.9","","74","","8","","17","","16.1","","101.42","","","","","","NA"
"2016-10-05 14:00","2016","10","05","14:00","19.0","","14.3","","74","","7","","22","","16.1","","101.38","","","","","","NA"
"2016-10-05 15:00","2016","10","05","15:00","18.5","","14.1","","75","","7","","22","","16.1","","101.34","","","","","","NA"
"2016-10-05 16:00","2016","10","05","16:00","18.3","","14.6","","79","","8","","18","","16.1","","101.30","","","","","","NA"
"2016-10-05 17:00","2016","10","05","17:00","17.8","","14.9","","83","","7","","24","","16.1","","101.29","","","","","","NA"
"2016-10-05 18:00","2016","10","05","18:00","17.5","","14.8","","84","","7","","22","","16.1","","101.25","","","","","","NA"
"2016-10-05 19:00","2016","10","05","19:00","17.5","","14.6","","83","","7","","18","","16.1","","101.23","","","","","","NA"
"2016-10-05 20:00","2016","10","05","20:00","17.3","","15.6","","89","","7","","17","","16.1","","101.23","","","","","","NA"
"2016-10-05 21:00","2016","10","05","21:00","18.0","","15.3","","84","","10","","11","","16.1","","101.23","","","","","","NA"
"2016-10-05 22:00","2016","10","05","22:00","18.7","","14.8","","78","","19","","18","","16.1","","101.25","","","","","","NA"
"2016-10-05 23:00","2016","10","05","23:00","18.3","","14.9","","81","","20","","21","","16.1","","101.29","","","","","","NA"
"2016-10-06 00:00","2016","10","06","00:00","18.2","","14.7","","80","","20","","17","","16.1","","101.29","","","","","","NA"
"2016-10-06 01:00","2016","10","06","01:00","17.9","","14.1","","78","","20","","18","","16.1","","101.30","","","","","","NA"
"2016-10-06 02:00","2016","10","06","02:00","17.7","","14.3","","80","","22","","18","","16.1","","101.32","","","","","","NA"
"2016-10-06 03:00","2016","10","06","03:00","17.9","","14.3","","79","","21","","17","","16.1","","101.28","","","","","","NA"
"2016-10-06 04:00","2016","10","06","04:00","17.9","","13.9","","77","","21","","18","","16.1","","101.28","","","","","","NA"
"2016-10-06 05:00","2016","10","06","05:00","17.4","","14.2","","81","","23","","15","","16.1","","101.32","","","","","","NA"
"2016-10-06 06:00","2016","10","06","06:00","17.5","","14.4","","82","","24","","8","","16.1","","101.32","","","","","","NA"
"2016-10-06 07:00","2016","10","06","07:00","17.6","","14.5","","82","","26","","5","","16.1","","101.39","","","","","","NA"
"2016-10-06 08:00","2016","10","06","08:00","17.7","","15.5","","87","","","M","4","","16.1","","101.43","","","","","","NA"
"2016-10-06 09:00","2016","10","06","09:00","18.9","","14.7","","76","","19","","9","","16.1","","101.44","","","","","","NA"
"2016-10-06 10:00","2016","10","06","10:00","18.7","","15.6","","82","","16","","13","","16.1","","101.46","","","","","","NA"
"2016-10-06 11:00","2016","10","06","11:00","18.8","","15.1","","79","","17","","9","","16.1","","101.50","","","","","","NA"
"2016-10-06 12:00","2016","10","06","12:00","19.7","","15.4","","76","","16","","8","","16.1","","101.48","","","","","","NA"
"2016-10-06 13:00","2016","10","06","13:00","20.3","","15.4","","73","","11","","8","","16.1","","101.44","","25","","","","NA"
"2016-10-06 14:00","2016","10","06","14:00","20.7","","15.2","","70","","8","","8","","16.1","","101.42","","25","","","","NA"
"2016-10-06 15:00","2016","10","06","15:00","20.3","","16.0","","76","","8","","13","","16.1","","101.40","","25","","","","NA"
"2016-10-06 16:00","2016","10","06","16:00","19.9","","16.2","","79","","7","","15","","16.1","","101.40","","","","","","NA"
"2016-10-06 17:00","2016","10","06","17:00","19.2","","15.9","","81","","9","","17","","16.1","","101.43","","","","","","NA"
"2016-10-06 18:00","2016","10","06","18:00","18.2","","15.9","","86","","7","","18","","16.1","","101.44","","","","","","NA"
"2016-10-06 19:00","2016","10","06","19:00","17.9","","16.1","","89","","8","","15","","16.1","","101.44","","","","","","NA"
"2016-10-06 20:00","2016","10","06","20:00","18.1","","14.3","","78","","8","","17","","16.1","","101.46","","","","","","NA"
"2016-10-06 21:00","2016","10","06","21:00","17.9","","14.5","","80","","7","","18","","16.1","","101.45","","","","","","NA"
"2016-10-06 22:00","2016","10","06","22:00","17.8","","14.9","","83","","7","","18","","16.1","","101.42","","","","","","NA"
"2016-10-06 23:00","2016","10","06","23:00","17.8","","15.4","","86","","6","","17","","16.1","","101.39","","","","","","NA"
"2016-10-07 00:00","2016","10","07","00:00","17.9","","15.9","","88","","6","","17","","16.1","","101.34","","","","","","NA"
"2016-10-07 01:00","2016","10","07","01:00","17.8","","15.8","","88","","6","","21","","16.1","","101.31","","","","","","NA"
"2016-10-07 02:00","2016","10","07","02:00","18.1","","16.6","","91","","7","","13","","14.5","","101.27","","","","","","NA"
"2016-10-07 03:00","2016","10","07","03:00","17.4","","16.3","","93","","7","","15","","9.7","","101.29","","","","","","Fog"
"2016-10-07 04:00","2016","10","07","04:00","17.2","","15.9","","92","","6","","9","","16.1","","101.31","","","","","","NA"
"2016-10-07 05:00","2016","10","07","05:00","17.1","","15.9","","93","","6","","5","","16.1","","101.28","","","","","","NA"
"2016-10-07 06:00","2016","10","07","06:00","17.3","","16.2","","93","","8","","9","","12.9","","101.25","","","","","","NA"
"2016-10-07 07:00","2016","10","07","07:00","16.9","","16.1","","95","","14","","9","","9.7","","101.29","","","","","","Fog"
"2016-10-07 08:00","2016","10","07","08:00","18.4","","15.2","","81","","16","","8","","16.1","","101.27","","","","","","NA"
"2016-10-07 09:00","2016","10","07","09:00","18.8","","15.3","","80","","17","","11","","16.1","","101.27","","","","","","NA"
"2016-10-07 10:00","2016","10","07","10:00","18.8","","15.1","","79","","19","","9","","16.1","","101.23","","","","","","NA"
"2016-10-07 11:00","2016","10","07","11:00","19.0","","15.0","","77","","18","","13","","16.1","","101.15","","","","","","NA"
"2016-10-07 12:00","2016","10","07","12:00","20.7","","15.3","","71","","20","","9","","16.1","","101.08","","25","","","","NA"
"2016-10-07 13:00","2016","10","07","13:00","20.8","","14.7","","68","","13","","9","","14.5","","101.01","","25","","","","NA"
"2016-10-07 14:00","2016","10","07","14:00","20.2","","15.7","","75","","7","","13","","16.1","","100.95","","25","","","","NA"
"2016-10-07 15:00","2016","10","07","15:00","19.9","","16.0","","78","","9","","17","","16.1","","100.84","","","","","","NA"
"2016-10-07 16:00","2016","10","07","16:00","19.7","","15.5","","77","","9","","17","","16.1","","100.82","","","","","","NA"
"2016-10-07 17:00","2016","10","07","17:00","19.1","","16.1","","82","","7","","15","","16.1","","100.86","","","","","","NA"
"2016-10-07 18:00","2016","10","07","18:00","18.7","","16.0","","84","","8","","15","","16.1","","100.77","","","","","","NA"
"2016-10-07 19:00","2016","10","07","19:00","18.3","","16.4","","89","","7","","8","","12.9","","100.78","","","","","","NA"
"2016-10-07 20:00","2016","10","07","20:00","17.1","","15.6","","91","","9","","8","","16.1","","100.76","","","","","","NA"
"2016-10-07 21:00","2016","10","07","21:00","17.5","","16.1","","91","","10","","5","","16.1","","100.70","","","","","","NA"
"2016-10-07 22:00","2016","10","07","22:00","17.6","","16.8","","95","","","M","4","","16.1","","100.69","","","","","","NA"
"2016-10-07 23:00","2016","10","07","23:00","16.9","","15.9","","94","","","","0","","16.1","","100.64","","","","","","NA"
"2016-10-08 00:00","2016","10","08","00:00","17.6","","16.0","","90","","","","0","","16.1","","100.59","","","","","","NA"
"2016-10-08 01:00","2016","10","08","01:00","18.2","","16.4","","89","","","M","4","","16.1","","100.57","","","","","","NA"
"2016-10-08 02:00","2016","10","08","02:00","19.5","","18.0","","91","","23","","13","","16.1","","100.56","","","","","","NA"
"2016-10-08 03:00","2016","10","08","03:00","19.3","","16.9","","86","","26","","13","","16.1","","100.57","","","","","","NA"
"2016-10-08 04:00","2016","10","08","04:00","19.4","","16.9","","85","","28","","13","","16.1","","100.54","","","","","","NA"
"2016-10-08 05:00","2016","10","08","05:00","18.5","","14.8","","79","","35","","17","","16.1","","100.54","","","","","","NA"
"2016-10-08 06:00","2016","10","08","06:00","16.9","","13.9","","82","","32","","18","","16.1","","100.61","","","","","","NA"
"2016-10-08 07:00","2016","10","08","07:00","15.6","","13.2","","85","","33","","21","","16.1","","100.69","","","","","","NA"
"2016-10-08 08:00","2016","10","08","08:00","14.9","","12.4","","85","","31","","21","","16.1","","100.78","","","","","","NA"
"2016-10-08 09:00","2016","10","08","09:00","15.4","","11.0","","75","","30","","26","","16.1","","100.80","","","","","","NA"
"2016-10-08 10:00","2016","10","08","10:00","16.4","","9.7","","64","","32","","13","","16.1","","100.79","","","","","","NA"
"2016-10-08 11:00","2016","10","08","11:00","17.5","","8.7","","56","","28","","21","","16.1","","100.81","","","","","","NA"
"2016-10-08 12:00","2016","10","08","12:00","17.9","","9.1","","56","","25","","30","","16.1","","100.81","","","","","","NA"
"2016-10-08 13:00","2016","10","08","13:00","18.3","","6.4","","45","","27","","28","","16.1","","100.75","","","","","","NA"
"2016-10-08 14:00","2016","10","08","14:00","18.1","","5.8","","44","","28","","30","","16.1","","100.71","","","","","","NA"
"2016-10-08 15:00","2016","10","08","15:00","17.3","","5.3","","45","","28","","34","","16.1","","100.76","","","","","","NA"
"2016-10-08 16:00","2016","10","08","16:00","15.3","","4.1","","47","","28","","32","","16.1","","100.84","","","","","","NA"
"2016-10-08 17:00","2016","10","08","17:00","14.6","","4.6","","51","","29","","24","","16.1","","100.94","","","","","","NA"
"2016-10-08 18:00","2016","10","08","18:00","13.4","","3.0","","49","","29","","28","","16.1","","101.00","","","","","","NA"
"2016-10-08 19:00","2016","10","08","19:00","12.9","","3.6","","53","","29","","24","","16.1","","101.11","","","","","","NA"
"2016-10-08 20:00","2016","10","08","20:00","12.5","","4.2","","57","","28","","18","","16.1","","101.19","","","","","","NA"
"2016-10-08 21:00","2016","10","08","21:00","11.3","","4.2","","61","","28","","17","","16.1","","101.26","","","","","","NA"
"2016-10-08 22:00","2016","10","08","22:00","10.6","","4.7","","67","","29","","13","","16.1","","101.29","","","","","","NA"
"2016-10-08 23:00","2016","10","08","23:00","10.3","","4.7","","68","","28","","15","","16.1","","101.27","","","","","","NA"
"2016-10-09 00:00","2016","10","09","00:00","9.8","","4.8","","71","","28","","13","","16.1","","101.26","","","","","","NA"
"2016-10-09 01:00","2016","10","09","01:00","9.1","","4.9","","75","","29","","17","","16.1","","101.31","","","","","","NA"
"2016-10-09 02:00","2016","10","09","02:00","9.0","","4.9","","75","","29","","15","","16.1","","101.32","","","","","","NA"
"2016-10-09 03:00","2016","10","09","03:00","9.0","","5.0","","76","","29","","11","","16.1","","101.33","","","","","","NA"
"2016-10-09 04:00","2016","10","09","04:00","9.3","","5.3","","76","","30","","17","","16.1","","101.35","","","","","","NA"
"2016-10-09 05:00","2016","10","09","05:00","9.6","","6.0","","78","","30","","11","","16.1","","101.42","","","","","","NA"
"2016-10-09 06:00","2016","10","09","06:00","9.2","","5.6","","78","","32","","9","","16.1","","101.48","","","","","","NA"
"2016-10-09 07:00","2016","10","09","07:00","9.4","","5.6","","77","","34","","11","","16.1","","101.55","","","","","","NA"
"2016-10-09 08:00","2016","10","09","08:00","10.3","","6.4","","77","","32","","8","","16.1","","101.59","","","","","","NA"
"2016-10-09 09:00","2016","10","09","09:00","11.3","","6.2","","71","","30","","13","","16.1","","101.61","","","","","","NA"
"2016-10-09 10:00","2016","10","09","10:00","12.0","","5.9","","66","","32","","15","","16.1","","101.64","","","","","","NA"
"2016-10-09 11:00","2016","10","09","11:00","12.9","","3.3","","52","","33","","15","","16.1","","101.64","","","","","","NA"
"2016-10-09 12:00","2016","10","09","12:00","13.5","","4.0","","52","","32","","21","","16.1","","101.64","","","","","","NA"
"2016-10-09 13:00","2016","10","09","13:00","12.9","","3.2","","52","","31","","26","","16.1","","101.61","","","","","","NA"
"2016-10-09 14:00","2016","10","09","14:00","13.5","","1.4","","44","","31","","26","","16.1","","101.60","","","","","","NA"
"2016-10-09 15:00","2016","10","09","15:00","12.8","","0.1","","42","","32","","22","","16.1","","101.64","","","","","","NA"
"2016-10-09 16:00","2016","10","09","16:00","12.3","","-0.2","","42","","33","","22","","16.1","","101.72","","","","","","NA"
"2016-10-09 17:00","2016","10","09","17:00","11.8","","1.3","","48","","33","","24","","16.1","","101.77","","","","","","NA"
"2016-10-09 18:00","2016","10","09","18:00","10.4","","1.8","","55","","32","","18","","16.1","","101.85","","","","","","NA"
"2016-10-09 19:00","2016","10","09","19:00","9.4","","2.1","","60","","32","","15","","16.1","","101.89","","","","","","NA"
"2016-10-09 20:00","2016","10","09","20:00","8.9","","2.3","","63","","34","","15","","16.1","","101.90","","","","","","NA"
"2016-10-09 21:00","2016","10","09","21:00","8.6","","2.2","","64","","34","","9","","16.1","","101.92","","","","","","NA"
"2016-10-09 22:00","2016","10","09","22:00","8.7","","2.1","","63","","35","","9","","16.1","","101.97","","","","","","NA"
"2016-10-09 23:00","2016","10","09","23:00","8.3","","1.9","","64","","34","","13","","16.1","","101.99","","","","","","NA"
"2016-10-10 00:00","2016","10","10","00:00","8.1","","0.1","","57","","3","","15","","16.1","","101.97","","","","","","NA"
"2016-10-10 01:00","2016","10","10","01:00","7.6","","0.4","","60","","2","","18","","16.1","","101.98","","","","","","NA"
"2016-10-10 02:00","2016","10","10","02:00","6.9","","-0.5","","59","","3","","17","","16.1","","102.03","","","","","","NA"
"2016-10-10 03:00","2016","10","10","03:00","6.1","","-0.4","","63","","3","","21","","16.1","","102.03","","","","","","NA"
